method,scenario_family,challenge_type,target_status,tissue,anchor_recording_uid,anchor_recording_id,method_applicable,primary_metric_name,primary_metric_unit,primary_error,clean_primary_error,deterioration_primary_error,target_segment_shape_nrmse,clean_target_segment_shape_nrmse,deterioration_target_segment_shape_nrmse,envelope_log_rate_absolute_error_per_day,clean_envelope_log_rate_absolute_error_per_day,deterioration_envelope_log_rate_absolute_error_per_day,phase_equivalent_absolute_error_hours,clean_phase_equivalent_absolute_error_hours,deterioration_phase_equivalent_absolute_error_hours,ratio_log_error,clean_ratio_log_error,deterioration_ratio_log_error,trajectory_pearson,clean_trajectory_pearson,deterioration_trajectory_pearson,processing_success_fraction,valid_fraction,n_variants
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250625 to 250728::1D-L2m2_Raw.csv,1D-L2m2,True,circular_absolute_error_radians,radians,0.08291554246156796,0.07668662700706541,0.003727792206532854,,,,,,,0.31671404260570757,0.2929213381732536,0.014239117355739517,0.019095444895011554,0.00051916404209275,0.019054337765979784,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250625 to 250728::4B-T12m2_Raw.csv,4B-T12m2,True,circular_absolute_error_radians,radians,0.036361010540263194,0.04310507269284414,0.002989193840249982,,,,,,,0.13888882951918546,0.1646492493936389,0.011417879412855117,0.011257002356915768,0.00014312889148425,0.01085447306299962,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250625 to 250728::5C-T12_Raw.csv,5C-T12,True,circular_absolute_error_radians,radians,0.14206106824347842,0.14028612251254202,-0.004581530969105074,,,,,,,0.542633309564752,0.5358535162815908,-0.017500159215880197,0.007473505744857336,0.0062381302959622995,0.002285545630398414,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250625 to 250728::8A-L3_Raw.csv,8A-L3,True,circular_absolute_error_radians,radians,0.11868555943858716,0.11819712569396401,-0.0003675782630310209,,,,,,,0.45334544299867446,0.45147976352276264,-0.001404045540828458,0.006662756630392036,0.005477780876592,0.00031078540467938164,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250811::2C-2ML1_Raw.csv,2C-2ML1,True,circular_absolute_error_radians,radians,0.217445520099123,0.21165788795267515,0.002911474428479721,,,,,,,0.8305807050471241,0.8084735786894106,0.011121013127476709,0.019211063401885692,0.02141008211914305,-0.0018754392420410083,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250811::5A-2ML2_Raw.csv,5A-2ML2,True,circular_absolute_error_radians,radians,0.1698090156662042,0.16643788817832794,0.004977912697459175,,,,,,,0.648622661396292,0.6357459029125686,0.019014225889932956,0.019908891069153986,0.0239750161939781,-0.0043583026778584635,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250811::7C-1FT12_Raw.csv,7C-1FT12,True,circular_absolute_error_radians,radians,0.2448386851028288,0.252474973483396,0.0013015180381010794,,,,,,,0.9352148878616449,0.9643833608850643,0.004971432702889245,0.026117194904036772,0.02125115421553605,0.007632573903569281,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,250811::8A-1FT5_Raw.csv,8A-1FT5,True,circular_absolute_error_radians,radians,0.13865858359170224,0.1372870567612663,0.0008986466278777527,,,,,,,0.5296367755377644,0.5243979289462354,0.0034325772700705692,0.014314381140629674,0.02587536224893685,-0.013996374181237175,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,251003::2C- M1L1_Raw.csv,2C- M1L1,True,circular_absolute_error_radians,radians,0.0895252489690761,0.08157740293400462,0.0033549080788191077,,,,,,,0.34196126171906566,0.31160272611710693,0.012814804904711902,0.006156590167418596,0.0038726926705446,0.0020820071658465963,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,DRG,251003::2D- M1L4_Raw.csv,2D- M1L4,True,circular_absolute_error_radians,radians,0.10168225262650132,0.10174183213340982,-0.002948309869047705,,,,,,,0.38839759512543703,0.3886251720781922,-0.011261714146213492,0.007348826347779837,0.0011959628965354501,0.006209808761122037,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,difficult,SCN,250728::6A-SCNrM1_Raw.csv,6A-SCNrM1,True,circular_absolute_error_radians,radians,0.032515041929798594,0.03327515432832584,0.00025943244926196485,,,,,,,0.12419831155122446,0.1271017270439696,0.0009909589607634897,0.006000881425096227,0.000253908790147,0.005791961480596027,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,eligible,DRG,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,True,circular_absolute_error_radians,radians,0.14012797032826874,0.13624831472906207,0.00605157710065285,,,,,,,0.5352494194362818,0.5204302266496925,0.023115321817694934,0.005158269775895379,0.0031449059078698,0.000697489507613325,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,eligible,DRG,250625 to 250728::2C-L3m2_Raw.csv,2C-L3m2,True,circular_absolute_error_radians,radians,0.16284541182631251,0.1594241005097119,0.0019197932690602215,,,,,,,0.6220236540478328,0.6089552074583953,0.007333070123651642,0.008502939197836625,0.008005371923189699,0.0019430993424613685,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,eligible,DRG,250625 to 250728::3A-L5m2_Raw.csv,3A-L5m2,True,circular_absolute_error_radians,radians,0.1291294619679504,0.13452087753982234,-0.0009008215989896318,,,,,,,0.493238212103909,0.5138319026285338,-0.003440885047755471,0.01055518643098684,0.00139785182236525,0.00858718513658999,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,eligible,DRG,250625 to 250728::3B-T10m2_Raw.csv,3B-T10m2,True,circular_absolute_error_radians,radians,0.023078187700241726,0.028277514862056874,-0.0020811110657419363,,,,,,,0.08815218360230523,0.10801215044762127,-0.00794925871766572,0.009580645273387037,0.0005838519845968999,0.008775436660307686,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,eligible,DRG,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,True,circular_absolute_error_radians,radians,0.16082014987281412,0.16096995596809394,-0.009117345180674086,,,,,,,0.6142877232249075,0.6148599403585653,-0.0348256932811044,0.00984950509766768,0.0013785158467669498,0.00844677711663153,,,,1.0,1.0,10
CWT_pyBOAT,phase_shift_hours,missing_block_6h,eligible,DRG,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,True,circular_absolute_error_radians,radians,0.11942307661036411,0.12164090865825594,-0.0005837532081898189,,,,,,,0.4561625510827574,0.4646340454836279,-0.0022297730070998945,0.019586533795366873,0.00733784216282885,0.011874717300554373,,,,1.0,1.0,10
