method,metric,analysis_role,circular,animal_id,sex,level,spinal_position,spinal_region,value,n_recordings_collapsed,recording_ids
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_1F,F,T7,7.0,thoracic,-1.813402677724273,1,5C-1FT7
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_1F,F,L1,13.0,lumbar,-0.9421232034297377,1,6A-1FL1
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_2M,M,L3,15.0,lumbar,1.3979337245668866,1,6B-2ML3
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_1F,F,T12,12.0,thoracic,0.4575324173314108,1,7C-1FT12
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_2M,M,T12,12.0,thoracic,1.0552763819095432,1,7D-2MT12
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_1F,F,T5,5.0,thoracic,-0.3807850441016285,1,8A-1FT5
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_2M,M,L4,16.0,lumbar,0.7866605756052962,1,8C-2ML4
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20250811_2M,M,T7,7.0,thoracic,0.4152229679867858,1,8D-2MT7
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20251003_M1,M,T7,7.0,thoracic,0.3222405734968596,1,2B- 1MT7
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20251003_M1,M,L1,13.0,lumbar,2.1226060371788904,1,2C- M1L1
CWT_pyBOAT,period_change_hours_post_minus_pre,primary,False,20251003_M1,M,L4,16.0,lumbar,0.2956741750711629,1,2D- M1L4
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m2,F,L1,13.0,lumbar,0.9216090142082088,1,1B-L1m2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m2,F,L2,14.0,lumbar,0.611082210613206,1,1D-L2m2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m2,F,L3,15.0,lumbar,1.413229472605407,1,2C-L3m2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m2,F,L4,16.0,lumbar,1.1472626819870022,1,2D-L4m2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m2,F,L5,17.0,lumbar,0.0197991832878549,1,3A-L5m2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m2,F,T10,10.0,thoracic,1.0683110479704525,1,3B-T10m2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m2,F,T12,12.0,thoracic,0.9170909841080412,2,4B-T12m2 | 5B-T12m2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m1,F,T5,5.0,thoracic,1.435338429106778,1,4C-T5m1
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m1,F,T7,7.0,thoracic,0.1126797965550947,1,4D-T7m1
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m1,F,T10,10.0,thoracic,-0.3976098645727357,1,5A-T10m1
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250626_M1,M,T12,12.0,thoracic,1.424976923414103,1,5C-T12
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250626_M1,M,T10,10.0,thoracic,0.7373142225107835,1,5D-T10
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250626_M1,M,T7,7.0,thoracic,0.2299748268963624,1,6A-T7
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250626_M1,M,T5,5.0,thoracic,1.0744463573137115,1,6B-T5
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250626_M1,M,L1,13.0,lumbar,0.9676966436419292,1,7C-L1
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250626_M1,M,L2,14.0,lumbar,1.266675936564409,1,7D-L2
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250626_M1,M,L3,15.0,lumbar,0.3977645937405066,1,8A-L3
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m1,F,L2,14.0,lumbar,1.2881325116513132,1,8B-L2m1
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m1,F,L3,15.0,lumbar,-0.788183820241863,1,8C-L3m1
STFT,amplitude_log_ratio_post_over_pre,primary,False,20250703_m1,F,L4,16.0,lumbar,0.277405752107091,1,8D-L4-1m1
