plan_id,rescue_experiment,method,scenario_family,target_status,tissue,anchor_recording_uid,anchor_recording_id,primary_metric_name,primary_metric_unit,error_A,error_B,error_C,delta_add,delta_rescue,delta_remaining,processing_success_A,processing_success_B,processing_success_C,valid_primary_A,valid_primary_B,valid_primary_C,n_variants
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,DRG,250811::8D-2MT7_Raw.csv,8D-2MT7,circular_absolute_error_radians,radians,0.06317929234372288,0.08922467153057556,0.057622611755688835,0.01891233840463613,0.01881819394742479,4.1061494847838276e-05,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,DRG,251003::2B- 1MT7_Raw.csv,2B- 1MT7,circular_absolute_error_radians,radians,0.10087693685107268,0.07965242259732119,0.10154831899594607,0.006650398308288175,0.0052156060198989,0.0005397544020766532,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,circular_absolute_error_radians,radians,0.06651098658542809,0.06797894139245764,0.06670531338260255,0.003967718003682563,0.0042534164195338064,0.0013218000671813002,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250625 to 250728::6C-SCNmm1_Raw.csv,6C-SCNmm1,circular_absolute_error_radians,radians,0.11156330334555342,0.12723340714810116,0.10951811223363239,0.0166716908450808,0.028478026074681306,-0.0017704453250857455,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250625 to 250728::7A-SCNmm2_Raw.csv,7A-SCNmm2,circular_absolute_error_radians,radians,0.08844898631480702,0.15929518722459113,0.08854264773101983,0.060488695088793065,0.06022707935699856,0.0002616157317945067,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250625 to 250728::7B-SCNcm2_Raw.csv,7B-SCNcm2,circular_absolute_error_radians,radians,0.16208291045512868,0.12498161206089553,0.16341333266626656,-0.03493415847069059,-0.03918982087532896,0.004963238619548838,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250728::6B-SCNrM2_Raw.csv,6B-SCNrM2,circular_absolute_error_radians,radians,0.18254063576226254,0.18566537463599864,0.18108226510961223,0.01237329234616169,0.010236378277088676,0.0005113318996841087,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250728::7A-SCNcM1_Raw.csv,7A-SCNcM1,circular_absolute_error_radians,radians,0.07809921353485816,0.05557721170928964,0.07177699782541569,-0.022546112651046002,-0.022398792019149738,-0.0021535261164125075,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250728::7B-SCNcM2_Raw.csv,7B-SCNcM2,circular_absolute_error_radians,radians,0.14544802857065386,0.11404438132337846,0.1404604369673521,-0.03232745654447999,-0.028333582867251517,0.00016369862888510056,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250811::1A-1FSCN_Raw.csv,1A-1FSCN,circular_absolute_error_radians,radians,0.047681701158515555,0.10411173298194587,0.04475354636511608,0.050790686810717744,0.057113834048102774,-0.0069517152996105835,1.0,1.0,1.0,1.0,1.0,1.0,10
