method,scenario_family,scenario_level_number,scenario_level,added_component,target_status,method_applicable,primary_metric_name,primary_metric_unit,metric,point_estimate,ci_lower_95,ci_upper_95,n_anchors_valid,bootstrap_replicates,bootstrap_seed
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,trajectory_pearson_deterioration_from_target_only,0.0002577054563260017,-0.00043721057384329964,0.008210541511774805,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,target_segment_shape_nrmse,0.11062373614591213,0.04730482480577545,0.23634846709351798,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,target_segment_shape_nrmse_deterioration_from_target_only,0.007983669007696426,-0.010521177223337848,0.03603252425901408,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,envelope_log_rate_absolute_error_per_day,0.05156316016812851,0.023633065843933793,0.19003423625840588,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,envelope_log_rate_absolute_error_deterioration_from_target_only,0.010926067347645355,0.0013127957788775513,0.04884673123452421,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,ratio_log_error,0.9857566238631094,0.2815254010527127,1.0565011944551923,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,ratio_log_error_deterioration_from_target_only,-0.0006107154512967651,-0.01770520866468872,0.0042433742863931465,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,processing_success_fraction,1.0,1.0,1.0,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,valid_fraction,1.0,1.0,1.0,10,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,primary_error,0.08911037225314047,0.06950717371369315,0.1165367395918409,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,primary_error_deterioration_from_target_only,0.009436131361748824,0.0018910786367931018,0.017164530456674175,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,trajectory_pearson,0.9972642189738653,0.9962425397217809,0.998109206844884,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,trajectory_pearson_deterioration_from_target_only,-0.00017548521768148695,-0.0008122421975108596,0.00035823815846300344,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,target_segment_shape_nrmse,0.039918972383860975,0.030830788991503825,0.04974899952014295,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,target_segment_shape_nrmse_deterioration_from_target_only,0.0004114892521496754,-0.006730830315501899,0.0033208578199141236,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,envelope_log_rate_absolute_error_per_day,0.02011989835677484,0.01474929379686718,0.03023915876961672,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,envelope_log_rate_absolute_error_deterioration_from_target_only,0.0006245614226346452,-0.001671903769727423,0.005053530161005362,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,ratio_log_error,0.09545083400895815,0.0651436780391932,0.1226464349499013,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,ratio_log_error_deterioration_from_target_only,0.0011544730951179027,7.749499880809464e-05,0.0021797158925055704,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,processing_success_fraction,1.0,1.0,1.0,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,valid_fraction,1.0,1.0,1.0,42,2000,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,primary_error,1.4471082140989977,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,primary_error_deterioration_from_target_only,-0.07882298865536141,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,trajectory_pearson,0.9954601043866524,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,trajectory_pearson_deterioration_from_target_only,-0.0006265185666023965,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,target_segment_shape_nrmse,0.14335467736394097,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,target_segment_shape_nrmse_deterioration_from_target_only,-0.00641813419665084,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,envelope_log_rate_absolute_error_per_day,0.09320961560858743,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,envelope_log_rate_absolute_error_deterioration_from_target_only,0.009683792034362981,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,ratio_log_error,0.9015801030708464,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,ratio_log_error_deterioration_from_target_only,-0.022282662577381984,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,processing_success_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,valid_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,primary_error,0.043458974037386966,0.01907018347586309,0.18036410997247643,3,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,ratio_log_error,0.0008253977607345,0.00057385580557405,0.016775041098054652,3,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.0,0.0,0.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,primary_error,0.02778599630609513,0.023785993976236597,0.04962853442834714,49,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,ratio_log_error,0.00275386071615215,0.0010087528001941001,0.00615115517546355,49,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.0,0.0,0.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,primary_error,0.02769192842863788,,,1,0,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,ratio_log_error,0.00501142710362625,,,1,0,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,valid_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,difficult,True,absolute_error_hours,hours,primary_error,0.043458974037386966,0.01907018347586309,0.19185990245726003,3,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,difficult,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,difficult,True,absolute_error_hours,hours,ratio_log_error,0.0016806236757398,0.0012470682844056,0.00528407053849595,3,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,difficult,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.0007723351945942,-0.01558145216544475,0.0043804065893399,3,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,difficult,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,difficult,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,eligible,True,absolute_error_hours,hours,primary_error,0.02756605364328557,0.023905759347671918,0.049563910364449626,49,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,eligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,eligible,True,absolute_error_hours,hours,ratio_log_error,0.0119255552187644,0.01037337866483645,0.0148561254073493,49,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,eligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.01068804091005865,0.00628416326753965,0.0123154793690602,49,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,eligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,eligible,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,ineligible,True,absolute_error_hours,hours,primary_error,0.02769192842863788,,,1,0,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,ineligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,ineligible,True,absolute_error_hours,hours,ratio_log_error,0.011211977708572199,,,1,0,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,ineligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.00618337414034135,,,1,0,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,ineligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,ineligible,True,absolute_error_hours,hours,valid_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,difficult,True,absolute_error_hours,hours,primary_error,0.0904535835112199,0.04682676343377068,1.7089479269748278,3,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,difficult,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.04686801458504952,0.023301768073574536,1.527670280522461,3,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,difficult,True,absolute_error_hours,hours,ratio_log_error,0.09830288999634909,0.0505337344475346,1.4567611550513093,3,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,difficult,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.09721038378456726,0.0496705104434211,1.4399861139532546,3,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,difficult,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,difficult,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,eligible,True,absolute_error_hours,hours,primary_error,0.11604960004038745,0.07692767501564113,0.16608870684565247,49,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,eligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.06554096962824474,0.04001934682804276,0.1308788252007922,49,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,eligible,True,absolute_error_hours,hours,ratio_log_error,0.1193535187143953,0.08185729472363246,0.1817640899252394,49,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,eligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.11824617338902085,0.0786405360545264,0.17334539799624954,49,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,eligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,eligible,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,ineligible,True,absolute_error_hours,hours,primary_error,1.4541759764616078,,,1,0,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,ineligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,1.4425166248571735,,,1,0,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,ineligible,True,absolute_error_hours,hours,ratio_log_error,1.1703405908596325,,,1,0,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,ineligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,1.1656070493265838,,,1,0,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,ineligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,ineligible,True,absolute_error_hours,hours,valid_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,primary_error,0.043458974037386966,0.01907018347586309,0.18036410997247643,3,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,ratio_log_error,0.0008264101489237001,0.00057365480473415,0.0167981691490726,3,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,5.154813129050473e-06,-1.4955841599992477e-08,5.864268487949955e-06,3,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,primary_error,0.02778599630609513,0.021962148920779967,0.04962853442834714,49,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,ratio_log_error,0.0027527400000254996,0.0010771579788988002,0.00620230300616185,49,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,7.562074139994728e-08,-7.667250295549985e-06,5.4914191250499795e-06,49,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,primary_error,0.02769192842863788,,,1,0,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,ratio_log_error,0.0050024833774695,,,1,0,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,-9.07471427854991e-06,,,1,0,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,valid_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,difficult,True,absolute_error_hours,hours,primary_error,0.028910834811222585,0.01604665331928956,0.16040572656243235,3,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,difficult,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,-0.0034437923885182187,-0.008609480971291106,0.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,difficult,True,absolute_error_hours,hours,ratio_log_error,0.00128548343349185,0.00050672373551055,0.01504580376335285,3,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,difficult,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.0001151829810594,-0.0012203731124114008,0.0002460407653000064,3,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,difficult,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,difficult,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,eligible,True,absolute_error_hours,hours,primary_error,0.040079868273990016,0.023905759347671918,0.05638083960973361,49,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,eligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0014590656736874763,49,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,eligible,True,absolute_error_hours,hours,ratio_log_error,0.0019014608717766,0.00148371226272755,0.00319322421066485,49,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,eligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,1.0342416690500047e-05,-0.00037507192074745,0.00060112492631725,49,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,eligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,eligible,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,ineligible,True,absolute_error_hours,hours,primary_error,0.02769192842863788,,,1,0,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,ineligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,ineligible,True,absolute_error_hours,hours,ratio_log_error,0.0087843478483487,,,1,0,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,ineligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,0.0040638669274519,,,1,0,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,ineligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,ineligible,True,absolute_error_hours,hours,valid_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,difficult,True,absolute_error_hours,hours,primary_error,0.02010303993140994,0.01907018347586309,0.1840558507744845,3,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,difficult,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,-0.019299183571259704,0.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,difficult,True,absolute_error_hours,hours,ratio_log_error,0.0046400356246033,0.0004289728528799,0.01627897655427605,3,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,difficult,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,-7.99410347976006e-05,-0.00016964307874740007,0.0033260990016591497,3,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,difficult,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,difficult,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,3,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,eligible,True,absolute_error_hours,hours,primary_error,0.02961578156643263,0.02384815542223251,0.05950531705965645,49,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,eligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.0,0.0,0.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,eligible,True,absolute_error_hours,hours,ratio_log_error,0.0038227614610188004,0.00124582041700255,0.0063654819453105,49,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,eligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,5.552281866774998e-05,-0.00024781534813944937,0.0013639735248388496,49,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,eligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,eligible,True,absolute_error_hours,hours,valid_fraction,1.0,1.0,1.0,49,2000,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,ineligible,True,absolute_error_hours,hours,primary_error,0.07659020816424267,,,1,0,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,ineligible,True,absolute_error_hours,hours,primary_error_deterioration_from_target_only,0.055831789809301924,,,1,0,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,ineligible,True,absolute_error_hours,hours,ratio_log_error,0.0034772075496652,,,1,0,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,ineligible,True,absolute_error_hours,hours,ratio_log_error_deterioration_from_target_only,-0.0019036663482196999,,,1,0,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,ineligible,True,absolute_error_hours,hours,processing_success_fraction,1.0,,,1,0,20260902
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,ineligible,True,absolute_error_hours,hours,valid_fraction,1.0,,,1,0,20260902
