method,scenario_family,scenario_level_number,scenario_level,added_component,target_status,method_applicable,primary_metric_name,primary_metric_unit,n_anchors_total,n_anchors_valid,median_processing_success_fraction,median_valid_fraction,median_primary_error,q25_primary_error,q75_primary_error,median_primary_error_deterioration,median_trajectory_pearson,median_trajectory_pearson_deterioration,median_target_segment_shape_nrmse,median_target_segment_shape_nrmse_deterioration,median_envelope_log_rate_error_per_day,median_envelope_log_rate_absolute_error_per_day,q25_envelope_log_rate_absolute_error_per_day,q75_envelope_log_rate_absolute_error_per_day,median_envelope_log_rate_absolute_error_deterioration,median_phase_equivalent_absolute_error_hours,median_phase_equivalent_absolute_error_hours_deterioration,median_ratio_log_error,median_ratio_log_error_deterioration
CWT_pyBOAT,phase_shift_hours,7,S7_linear_drift,linear_drift,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.11788945837655973,0.07847772556413313,0.15370036171539359,1.3634965171149815e-05,,,,,,,,,,0.4503045609373375,5.2081730540998183e-05,0.0054821550476240495,1.2346877403500434e-06
CWT_pyBOAT,phase_shift_hours,7,S7_linear_drift,linear_drift,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.11016086401013525,0.07208088348087704,0.13459692416460634,1.2252998981665542e-05,,,,,,,,,,0.42078350501969036,4.680300853515673e-05,0.0044675445554705,1.1868155515500382e-06
CWT_pyBOAT,phase_shift_hours,7,S7_linear_drift,linear_drift,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.05978186214777281,0.05978186214777281,0.05978186214777281,-0.0009724609877679313,,,,,,,,,,0.22834989283335155,-0.003714527356015046,0.009920707234207151,-0.00014662101594465054
CWT_pyBOAT,phase_shift_hours,8,S8_baseline_step,baseline_step,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.11054520922877886,0.08756967496331647,0.3378422321285167,0.01784169613811315,,,,,,,,,,0.42225159561331116,0.06815025920458287,0.0187883125170272,0.004579604858263273
CWT_pyBOAT,phase_shift_hours,8,S8_baseline_step,baseline_step,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.14246600823296496,0.08758955248426559,0.19437431960693474,0.027286581582465885,,,,,,,,,,0.5441800663883287,0.10422706413431322,0.0077773007220208,0.0009438565203213499
CWT_pyBOAT,phase_shift_hours,8,S8_baseline_step,baseline_step,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.06058412549156933,0.06058412549156933,0.06058412549156933,0.00045340888089695497,,,,,,,,,,0.23141431307719112,0.001731894351276353,0.008943543177729999,-0.0007454990733989503
CWT_pyBOAT,phase_shift_hours,9,S9_acute_treatment_transient,acute_treatment_transient,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.12668634685072844,0.08042101425417447,0.22087854914927618,0.006207702921663838,,,,,,,,,,0.4839061997651472,0.02371167852549122,0.0048204087479369,-0.00011438176995805065
CWT_pyBOAT,phase_shift_hours,9,S9_acute_treatment_transient,acute_treatment_transient,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.12471860336358653,0.06408340269685953,0.16146795169482897,0.0061016107366285155,,,,,,,,,,0.4763899732999748,0.02330643622936822,0.0058757930509337995,-0.00011732530787989968
CWT_pyBOAT,phase_shift_hours,9,S9_acute_treatment_transient,acute_treatment_transient,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.16171188375060597,0.16171188375060597,0.16171188375060597,0.12237800091480788,,,,,,,,,,0.6176938957346613,0.46744953051110794,0.00932643389984555,-0.00039301806166015026
CWT_pyBOAT,post_amplitude_trajectory,0,S0_target_only,target_only,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,1.473991841687668,0.34174831536923067,2.1980132737541265,0.0,0.9972035446308043,0.0,0.10980322489260172,0.0,0.043782786118931605,0.043782786118931605,0.030814898660714962,0.08798235541966673,0.0,,,0.9041449343008895,0.0
CWT_pyBOAT,post_amplitude_trajectory,0,S0_target_only,target_only,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.08862162381292957,0.05071490147272961,0.1432285990054866,0.0,0.9965245418762281,0.0,0.04072681420078963,0.0,0.009079133296980513,0.02306716917993519,0.009399847934956705,0.04213676815367905,0.0,,,0.0958903258733448,0.0
CWT_pyBOAT,post_amplitude_trajectory,0,S0_target_only,target_only,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,1.532618559212259,1.532618559212259,1.532618559212259,0.0,0.9947184424486062,0.0,0.1543904773882215,0.0,0.08391151324280077,0.08391151324280077,0.08391151324280077,0.08391151324280077,0.0,,,0.9209040326583742,0.0
CWT_pyBOAT,post_amplitude_trajectory,1,S1_post_period,post_period,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,1.4547553081703046,0.35939315991198834,2.6210287570312465,0.10049124302594023,0.9892425098206685,0.003941247882244647,0.23066624336542269,0.04256050956773547,0.18005325218656554,0.18005325218656554,0.05389281961859457,0.21774394150044743,0.05178072741567086,,,0.9193985966595151,0.10697287004076199
CWT_pyBOAT,post_amplitude_trajectory,1,S1_post_period,post_period,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.09145169402525288,0.0567505466052478,0.15565061327061136,0.0035835896073830985,0.996348781835618,0.00039930067054716467,0.04639046129168298,0.0031584836446672503,0.014345384892414575,0.02448114551664035,0.010082828385715857,0.0474742039350978,0.0021402603921350377,,,0.1045419961839491,0.003477463200192375
CWT_pyBOAT,post_amplitude_trajectory,1,S1_post_period,post_period,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,1.747541530612679,1.747541530612679,1.747541530612679,0.21492297140042005,0.9879596222189457,0.00668640066033338,0.24268578933508939,0.08172022396280594,0.1845919870350088,0.1845919870350088,0.1845919870350088,0.1845919870350088,0.08997846595152503,,,1.154053171747617,0.23481510079290824
CWT_pyBOAT,post_amplitude_trajectory,2,S2_linear_drift,linear_drift,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,1.4750458647013243,0.3417409877773393,2.19805074036179,1.4711682840094081e-05,0.9972241880862358,-3.1448532407940544e-06,0.10984847275051213,-2.67792968709768e-06,0.0652652154243743,0.0652652154243743,0.030674368449111283,0.09066309402459125,2.2238553832376606e-05,,,0.9054653537945772,4.9560048686170255e-05
CWT_pyBOAT,post_amplitude_trajectory,2,S2_linear_drift,linear_drift,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.08844886162394158,0.05066784117484009,0.1431907692516709,-1.2194413908660912e-05,0.9965204536855312,1.1451572569293189e-05,0.04061802232388297,-9.884678053722479e-06,0.00894167033300565,0.022738632210573373,0.008607160917106726,0.042863971586375,-0.00011093863828235545,,,0.09557476167314488,-2.3063542086121033e-05
CWT_pyBOAT,post_amplitude_trajectory,2,S2_linear_drift,linear_drift,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,1.532399289301352,1.532399289301352,1.532399289301352,-0.00022706295712104918,0.9946737265607912,4.337931854886401e-05,0.15418487312517154,-0.0002053787786664013,0.0751924259531418,0.0751924259531418,0.0751924259531418,0.0751924259531418,-0.00862301632685225,,,0.9203985905176589,-0.0006070516024094808
CWT_pyBOAT,post_amplitude_trajectory,3,S3_baseline_step,baseline_step,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,1.432697345834872,0.38253283439039043,2.218337897292167,0.008390510280985152,0.9971729140271869,-0.00012237034883552655,0.10921603079707125,0.00011492601498022323,0.043236060430965506,0.043236060430965506,0.03918404018534044,0.09911003274983571,0.000554303108816212,,,0.9040449726696258,-0.001083445941442029
CWT_pyBOAT,post_amplitude_trajectory,3,S3_baseline_step,baseline_step,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.11800603584037894,0.06984652695961287,0.18023280397342747,0.013366855199381227,0.9986392766475003,-0.0010679357092286956,0.03270842112034315,-0.0035106091181177253,-0.009888328900849203,0.023617164493811266,0.013285247119311228,0.03768156227344971,4.327094112416274e-05,,,0.10004262222867122,0.0028352573744968475
CWT_pyBOAT,post_amplitude_trajectory,3,S3_baseline_step,baseline_step,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,1.4080614349258198,1.4080614349258198,1.4080614349258198,-0.07289765263512782,0.9933418954787604,0.0009585382135968157,0.1709281284193408,0.013271115351104645,0.09712404155039944,0.09712404155039944,0.09712404155039944,0.09712404155039944,0.009522865756345644,,,0.9189217660040803,-0.001642039359303793
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,1.5693644986945348,0.30579216720044,2.270155756967391,-0.019877167317991024,0.9971134975866945,0.0002577054563260017,0.11062373614591213,0.007983669007696426,0.040590098389102824,0.05156316016812851,0.02808632367717001,0.16851690835679534,0.010926067347645355,,,0.9857566238631094,-0.0006107154512967651
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.08911037225314047,0.05357251449763005,0.16699502380714626,0.009436131361748824,0.9972642189738653,-0.00017548521768148695,0.039918972383860975,0.0004114892521496754,0.007790687414649944,0.02011989835677484,0.01164091180342431,0.04272997562997882,0.0006245614226346452,,,0.09545083400895815,0.0011544730951179027
CWT_pyBOAT,post_amplitude_trajectory,4,S4_acute_treatment_transient,acute_treatment_transient,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,1.4471082140989977,1.4471082140989977,1.4471082140989977,-0.07882298865536141,0.9954601043866524,-0.0006265185666023965,0.14335467736394097,-0.00641813419665084,0.09320961560858743,0.09320961560858743,0.09320961560858743,0.09320961560858743,0.009683792034362981,,,0.9015801030708464,-0.022282662577381984
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,3,3,1.0,1.0,0.043458974037386966,0.03126457875662503,0.1119115420049317,0.0,,,,,,,,,,,,0.0008253977607345,0.0
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,49,49,1.0,1.0,0.02778599630609513,0.019056933032624457,0.0609796630731978,0.0,,,,,,,,,,,,0.00275386071615215,0.0
CWT_pyBOAT,post_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.02769192842863788,0.02769192842863788,0.02769192842863788,0.0,,,,,,,,,,,,0.00501142710362625,0.0
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,difficult,True,absolute_error_hours,hours,3,3,1.0,1.0,0.043458974037386966,0.03126457875662503,0.1176594382473235,0.0,,,,,,,,,,,,0.0016806236757398,0.0007723351945942
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,eligible,True,absolute_error_hours,hours,49,49,1.0,1.0,0.02756605364328557,0.01959555361532317,0.05950531705965645,0.0,,,,,,,,,,,,0.0119255552187644,0.01068804091005865
CWT_pyBOAT,post_period_hours,1,S1_post_amplitude,post_amplitude,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.02769192842863788,0.02769192842863788,0.02769192842863788,0.0,,,,,,,,,,,,0.011211977708572199,0.00618337414034135
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,difficult,True,absolute_error_hours,hours,3,3,1.0,1.0,0.0904535835112199,0.06864017347249529,0.8997007552430238,0.04686801458504952,,,,,,,,,,,,0.09830288999634909,0.09721038378456726
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,eligible,True,absolute_error_hours,hours,49,49,1.0,1.0,0.11604960004038745,0.05867744368914174,0.31308475675069936,0.06554096962824474,,,,,,,,,,,,0.1193535187143953,0.11824617338902085
CWT_pyBOAT,post_period_hours,2,S2_post_envelope,post_envelope,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,1.4541759764616078,1.4541759764616078,1.4541759764616078,1.4425166248571735,,,,,,,,,,,,1.1703405908596325,1.1656070493265838
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,3,3,1.0,1.0,0.043458974037386966,0.03126457875662503,0.1119115420049317,0.0,,,,,,,,,,,,0.0008264101489237001,5.154813129050473e-06
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,49,49,1.0,1.0,0.02778599630609513,0.019056933032624457,0.05950531705965645,0.0,,,,,,,,,,,,0.0027527400000254996,7.562074139994728e-08
CWT_pyBOAT,post_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.02769192842863788,0.02769192842863788,0.02769192842863788,0.0,,,,,,,,,,,,0.0050024833774695,-9.07471427854991e-06
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,difficult,True,absolute_error_hours,hours,3,3,1.0,1.0,0.028910834811222585,0.022478744065256073,0.09465828068682747,-0.0034437923885182187,,,,,,,,,,,,0.00128548343349185,0.0001151829810594
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,eligible,True,absolute_error_hours,hours,49,49,1.0,1.0,0.040079868273990016,0.020506880219452128,0.07411677760514124,0.0,,,,,,,,,,,,0.0019014608717766,1.0342416690500047e-05
CWT_pyBOAT,post_period_hours,4,S4_baseline_step,baseline_step,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.02769192842863788,0.02769192842863788,0.02769192842863788,0.0,,,,,,,,,,,,0.0087843478483487,0.0040638669274519
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,difficult,True,absolute_error_hours,hours,3,3,1.0,1.0,0.02010303993140994,0.019586611703636514,0.10207944535294722,0.0,,,,,,,,,,,,0.0046400356246033,-7.99410347976006e-05
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,eligible,True,absolute_error_hours,hours,49,49,1.0,1.0,0.02961578156643263,0.020449911590214143,0.08637839704510952,0.0,,,,,,,,,,,,0.0038227614610188004,5.552281866774998e-05
CWT_pyBOAT,post_period_hours,5,S5_acute_treatment_transient,acute_treatment_transient,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.07659020816424267,0.07659020816424267,0.07659020816424267,0.055831789809301924,,,,,,,,,,,,0.0034772075496652,-0.0019036663482196999
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,11,11,1.0,1.0,0.35165850642747576,0.29251531073140535,0.8024371486180252,0.0,0.9466713877436749,0.0,0.2874272454102606,0.0,0.32421672074675034,0.32421672074675034,0.16831236578019884,0.4664270206563751,0.0,,,0.3745041424108003,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,41,41,1.0,1.0,0.13742012200198145,0.1187030669688649,0.16750097268398306,0.0,0.9776431532203029,0.0,0.13428880272784183,0.0,0.10921232645440011,0.10921232645440011,0.09046625597539334,0.13979232913861145,0.0,,,0.09120143958252765,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,0.2512943208178909,0.2512943208178909,0.2512943208178909,0.0,0.9420471388674914,0.0,0.22832039658347408,0.0,0.20522853411123543,0.20522853411123543,0.20522853411123543,0.20522853411123543,0.0,,,0.2209427983363128,0.0
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,11,11,1.0,1.0,0.4489597402247848,0.3749556528903549,0.7937611255116703,0.06125883699910731,0.8406686263554137,0.019596965516998965,0.40231936889991154,0.06766096020524129,0.3903806963543991,0.3903806963543991,0.22420457807720146,0.5334035481944206,0.0513490414689477,,,0.48755408773617637,0.08817065771220366
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,41,41,1.0,1.0,0.15180242605872835,0.126272310875527,0.1998957007109305,0.0235369263191798,0.9673429531353409,0.009055926771346146,0.14921826371871325,0.022430692205388666,0.12427450778454088,0.12427450778454088,0.10151432922285254,0.1676435642898019,0.01949171724126844,,,0.0992699415953246,0.004398790055010253
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,0.3960257455970258,0.3960257455970258,0.3960257455970258,0.08699956901390982,0.8860389756727454,0.052669828405983,0.3582369057911336,0.0825041527118737,0.3112144153813491,0.3112144153813491,0.3112144153813491,0.3112144153813491,0.06739517222475672,,,0.33345882346906913,0.08385748639627745
CWT_pyBOAT,pre_amplitude_trajectory,2,S2_linear_drift,linear_drift,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,11,11,1.0,1.0,0.34870344506277307,0.29254192188162753,0.8025527153504914,3.372512721475096e-05,0.9466720492595733,0.0005492687468800495,0.2873342192292868,0.0002235540374526529,0.32763186701228153,0.32763186701228153,0.16856274686236827,0.46700311917536097,0.00028885974213675725,,,0.37445907067256334,2.1888442848099626e-05
CWT_pyBOAT,pre_amplitude_trajectory,2,S2_linear_drift,linear_drift,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,41,41,1.0,1.0,0.13744532200675313,0.1188303432080917,0.1676853085677522,8.654972965119884e-05,0.9772641124881245,8.562858054372846e-05,0.13597914805783023,0.00029436776764479866,0.10921351280909544,0.10921351280909544,0.0906645787330333,0.13940279760290414,0.00013121517038648667,,,0.09120004512539695,1.5851117904905343e-05
CWT_pyBOAT,pre_amplitude_trajectory,2,S2_linear_drift,linear_drift,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,0.2515410615369836,0.2515410615369836,0.2515410615369836,0.0002220394690277544,0.9417004546548452,0.0003029967285119728,0.2290386253764148,0.0007531492752523017,0.2056481531826005,0.2056481531826005,0.2056481531826005,0.2056481531826005,0.00045879190425150707,,,0.22093031467420948,-2.5299470938600077e-05
CWT_pyBOAT,pre_period_hours,0,S0_target_only,target_only,difficult,True,absolute_error_hours,hours,10,10,1.0,1.0,0.05064235111304427,0.0302670988340199,0.1374396527078856,0.0,,,,,,,,,,,,0.00743640008218145,0.0
CWT_pyBOAT,pre_period_hours,0,S0_target_only,target_only,eligible,True,absolute_error_hours,hours,42,42,1.0,1.0,0.018669408216751116,0.015412838144356567,0.02210320858639525,0.0,,,,,,,,,,,,0.000927176411750975,0.0
CWT_pyBOAT,pre_period_hours,0,S0_target_only,target_only,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.050086358535713416,0.050086358535713416,0.050086358535713416,0.0,,,,,,,,,,,,0.00913390337920655,0.0
CWT_pyBOAT,pre_period_hours,1,S1_pre_amplitude,pre_amplitude,difficult,True,absolute_error_hours,hours,10,10,1.0,1.0,0.03825535378072242,0.02486854864867949,0.15417997006079043,0.0001229925853039049,,,,,,,,,,,,0.013933037105738526,0.0076333362712222505
CWT_pyBOAT,pre_period_hours,1,S1_pre_amplitude,pre_amplitude,eligible,True,absolute_error_hours,hours,42,42,1.0,1.0,0.018161860731772173,0.014637202704812058,0.022388941488299174,0.0,,,,,,,,,,,,0.012349791063607299,0.010945919234002024
CWT_pyBOAT,pre_period_hours,1,S1_pre_amplitude,pre_amplitude,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.051804325620311786,0.051804325620311786,0.051804325620311786,0.0,,,,,,,,,,,,0.0112820746288883,0.0022768978964062
CWT_pyBOAT,pre_period_hours,2,S2_pre_envelope,pre_envelope,difficult,True,absolute_error_hours,hours,10,10,1.0,1.0,0.193922212020043,0.10749050918784464,0.30435871470776554,0.12022525213479796,,,,,,,,,,,,0.31098043861234503,0.3060257984472021
CWT_pyBOAT,pre_period_hours,2,S2_pre_envelope,pre_envelope,eligible,True,absolute_error_hours,hours,42,42,1.0,1.0,0.05593417829202885,0.0438119374935928,0.07773756071142834,0.03351586119406402,,,,,,,,,,,,0.09492492541831694,0.09098116295603452
CWT_pyBOAT,pre_period_hours,2,S2_pre_envelope,pre_envelope,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.06947836613600344,0.06947836613600344,0.06947836613600344,0.019186843307446466,,,,,,,,,,,,0.19833283524535406,0.18715428662917816
CWT_pyBOAT,pre_period_hours,3,S3_linear_drift,linear_drift,difficult,True,absolute_error_hours,hours,10,10,1.0,1.0,0.05064235111304427,0.0302670988340199,0.13286998349114398,0.0,,,,,,,,,,,,0.007542362867206875,-7.024898183499614e-06
CWT_pyBOAT,pre_period_hours,3,S3_linear_drift,linear_drift,eligible,True,absolute_error_hours,hours,42,42,1.0,1.0,0.018669408216751116,0.015412838144356567,0.02210320858639525,0.0,,,,,,,,,,,,0.000884117641707425,8.73826922749991e-08
CWT_pyBOAT,pre_period_hours,3,S3_linear_drift,linear_drift,ineligible,True,absolute_error_hours,hours,1,1,1.0,1.0,0.050086358535713416,0.050086358535713416,0.050086358535713416,0.0,,,,,,,,,,,,0.0090898704715485,4.272164694879956e-05
Hilbert,phase_shift_hours,0,S0_target_only,target_only,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.23949066021344656,0.18604766547479978,0.33441488694980026,0.0,,,,,,,,,,0.9147869375354767,0.0,0.0254555766890594,0.0
Hilbert,phase_shift_hours,0,S0_target_only,target_only,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.2145459701805812,0.1310095955297823,0.32138876246553316,0.0,,,,,,,,,,0.819505240192461,0.0,0.026523787643879353,0.0
Hilbert,phase_shift_hours,0,S0_target_only,target_only,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.3021299844038692,0.3021299844038692,0.3021299844038692,0.0,,,,,,,,,,1.1540515313796726,0.0,0.029152005145262748,0.0
Hilbert,phase_shift_hours,1,S1_pre_amplitude,pre_amplitude,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.24166850356695413,0.15658780590314736,0.4611398328934825,0.00026246312551236883,,,,,,,,,,0.9231056863752503,0.0010025352913113905,0.02545658957519345,0.0007022704201166997
Hilbert,phase_shift_hours,1,S1_pre_amplitude,pre_amplitude,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.211071589828693,0.11636223275251534,0.33576621473218005,0.0005805139675132409,,,,,,,,,,0.8062340848200362,0.0022174000191269028,0.027629035299257948,0.00029925582251494993
Hilbert,phase_shift_hours,1,S1_pre_amplitude,pre_amplitude,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.3130824506727592,0.3130824506727592,0.3130824506727592,0.012740749770195237,,,,,,,,,,1.1958868708774588,0.04866607931096412,0.0188949127646275,-0.011854283085839499
Hilbert,phase_shift_hours,2,S2_post_amplitude,post_amplitude,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.23958416420751227,0.17565702090884583,0.35081301104251994,-0.0003307615377607931,,,,,,,,,,0.9151440964839822,-0.001263416009263274,0.02632891701988145,0.00020114819566949965
Hilbert,phase_shift_hours,2,S2_post_amplitude,post_amplitude,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.20307657142177638,0.11692789027780726,0.3348557165321082,-0.0007460889718977626,,,,,,,,,,0.775695364030321,-0.0028498499487331075,0.0273195414940764,-0.00014730738900994942
Hilbert,phase_shift_hours,2,S2_post_amplitude,post_amplitude,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.30110106418250715,0.30110106418250715,0.30110106418250715,-0.00031496951965337416,,,,,,,,,,1.1501213456370252,-0.0012030949434267413,0.0274371184614704,-0.0023403581102644493
Hilbert,phase_shift_hours,3,S3_pre_period,pre_period,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.10323980668270183,0.06276411956335148,0.2295543209854587,-0.0954047802811866,,,,,,,,,,0.3943470133776885,-0.3644194170323287,0.2622704239101882,0.2425356314173255
Hilbert,phase_shift_hours,3,S3_pre_period,pre_period,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.19893951993738135,0.10492593976201436,0.3438851341345419,0.013470203005326198,,,,,,,,,,0.7598929913847098,0.051452385425975244,0.0281862006474903,0.0020416424887829514
Hilbert,phase_shift_hours,3,S3_pre_period,pre_period,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.14240641029375478,0.14240641029375478,0.14240641029375478,-0.16259281193302044,,,,,,,,,,0.5439524190293674,-0.6210587935284266,0.28475755572613665,0.25844851543736636
Hilbert,phase_shift_hours,4,S4_post_period,post_period,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.2793732495320569,0.26999647578495045,0.29929997748570925,0.012908781597900543,,,,,,,,,,1.185062260372145,0.05670063161301697,0.0229217190338454,0.0029394957389219985
Hilbert,phase_shift_hours,4,S4_post_period,post_period,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.21777021043579947,0.122315927714445,0.3176966904229068,-0.0010598376877624105,,,,,,,,,,0.9232524589592966,0.020851778971426205,0.025546795334587348,-0.0028109000770490996
Hilbert,phase_shift_hours,4,S4_post_period,post_period,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.23947900269647882,0.23947900269647882,0.23947900269647882,-0.08112784414115737,,,,,,,,,,1.053512451875942,-0.1776551859733193,0.13077496811682526,0.0979128734581553
Hilbert,phase_shift_hours,5,S5_pre_envelope,pre_envelope,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.9583099702970428,0.36884897495195024,1.529767177905709,0.7220948954248776,,,,,,,,,,3.6604744508885223,2.758199327719068,0.1107455191456837,0.09512276912414289
Hilbert,phase_shift_hours,5,S5_pre_envelope,pre_envelope,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.2667778064926387,0.15926871976863355,0.4172510427117795,0.03248841022870863,,,,,,,,,,1.019016158652398,0.12409658594631057,0.0964315479625803,0.0591424096370807
Hilbert,phase_shift_hours,5,S5_pre_envelope,pre_envelope,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.5837422682448907,0.5837422682448907,0.5837422682448907,0.2886391222805038,,,,,,,,,,2.2297312195883876,1.1025202339355569,0.08849843672057185,0.05910969885014851
Hilbert,phase_shift_hours,6,S6_post_envelope,post_envelope,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.2339218846030331,0.19964028938945522,0.49229983561694235,0.022767536864634508,,,,,,,,,,0.8935157815666714,0.08696558481680484,0.06165192206576035,0.0268744938184615
Hilbert,phase_shift_hours,6,S6_post_envelope,post_envelope,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.3263459630591903,0.14527923094369166,0.5310707198528792,0.0021472347051127993,,,,,,,,,,1.246549756294925,0.008201832415132004,0.045363486601911904,0.0178492980296292
Hilbert,phase_shift_hours,6,S6_post_envelope,post_envelope,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,1.0012162765291013,1.0012162765291013,1.0012162765291013,0.7116997529398861,,,,,,,,,,3.824364468328043,2.7184928082639246,0.4198636441542678,0.3939735004600212
