method,scenario_family,scenario_level_number,scenario_level,added_component,target_status,tissue,anchor_recording_uid,anchor_recording_id,method_applicable,primary_metric_name,primary_metric_unit,n_variants,processing_success_fraction,valid_fraction,median_primary_error,median_primary_error_deterioration,median_trajectory_pearson,median_trajectory_pearson_deterioration,median_target_segment_shape_nrmse,median_target_segment_shape_nrmse_deterioration,median_envelope_log_rate_error_per_day,median_envelope_log_rate_absolute_error_per_day,median_envelope_log_rate_absolute_error_deterioration,median_phase_equivalent_absolute_error_hours,median_phase_equivalent_absolute_error_hours_deterioration,median_ratio_log_error,median_ratio_log_error_deterioration
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,250728::6B-SCNrM2_Raw.csv,6B-SCNrM2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1665403886161801,0.0,0.9862934025360826,0.0,0.15829146221002582,0.0,0.14334279149817492,0.14334279149817492,0.0,,,0.1319789301140134,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,250728::7A-SCNcM1_Raw.csv,7A-SCNcM1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.11574130815216925,0.0,0.9875983091744482,0.0,0.11387567684787635,0.0,0.09046625597539334,0.09046625597539334,0.0,,,0.07523850789352135,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,250728::7B-SCNcM2_Raw.csv,7B-SCNcM2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1520855078210998,0.0,0.9852973386095807,0.0,0.14843840047591375,0.0,0.12653944051161187,0.12653944051161187,0.0,,,0.1103166022478903,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,250811::1A-1FSCN_Raw.csv,1A-1FSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1246056267473128,0.0,0.9886269078638313,0.0,0.1226292621364501,0.0,0.10360062305118353,0.10360062305118353,0.0,,,0.121155897912965,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,250811::1B-2MSCN_Raw.csv,1B-2MSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1131630129513124,0.0,0.9862067879627029,0.0,0.1122825092986869,0.0,0.09138400171462424,0.09138400171462424,0.0,,,0.09723038263120196,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,250811::1C-3FSCN_Raw.csv,1C-3FSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.0849837983852667,0.0,0.976623657543503,0.0,0.08492152986174761,0.0,0.06304479163091335,0.06304479163091335,0.0,,,0.0604572339560061,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,250811::1D-4FSCN_Raw.csv,1D-4FSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.10540443800846161,0.0,0.9765433143314934,0.0,0.10529576762482515,0.0,0.08178240577737995,0.08178240577737995,0.0,,,0.07605450999735561,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,251003::2A- M1SCn_Raw.csv,2A- M1SCn,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1187030669688649,0.0,0.9814287965813617,0.0,0.1183446059732492,0.0,0.0895484291215423,0.0895484291215423,0.0,,,0.06720659590345485,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,eligible,SCN,251003::4B-M3SCN_Raw.csv,4B-M3SCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.10622893764123026,0.0,0.9782250055940436,0.0,0.10613364004858439,0.0,0.0776770582048243,0.0776770582048243,0.0,,,0.05193616705055335,0.0
CWT_pyBOAT,pre_amplitude_trajectory,0,S0_target_only,target_only,ineligible,DRG,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.2512943208178909,0.0,0.9420471388674914,0.0,0.22832039658347408,0.0,0.20522853411123543,0.20522853411123543,0.0,,,0.2209427983363128,0.0
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250625 to 250728::1D-L2m2_Raw.csv,1D-L2m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.5874550802396813,0.18431842944428276,0.9199832595800892,0.045441019417805595,0.5380637535695646,0.18929485682792552,0.5347792762074711,0.5347792762074711,0.1443306383194214,,,0.6856172731248131,0.16651726157583177
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250625 to 250728::4B-T12m2_Raw.csv,4B-T12m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.3973761571561829,0.14460718340637832,0.8380721501473789,0.10859923759629592,0.3769098185136097,0.13589749869877416,0.31135707240876137,0.31135707240876137,0.10340299260886968,,,0.3017463496701115,0.08817065771220366
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250625 to 250728::8A-L3_Raw.csv,8A-L3,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.4489597402247848,0.0893288459525996,0.945071219754724,0.012547236262681283,0.40231936889991154,0.09523941377867826,0.38893199286532193,0.38893199286532193,0.07577505237141727,,,0.47661125109099794,0.09643121515606828
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,1.1140128741653,0.07228784463818838,0.9377976778120232,0.014171686406003192,0.6706575649508756,0.10540247333317998,0.9091632477240603,0.9091632477240603,0.0513490414689477,,,1.5633836686013591,0.09875552109296781
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250811::2C-2ML1_Raw.csv,2C-2ML1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.8866330964822838,-0.0813851685799406,0.3082034605531606,0.03080295979110137,0.655499224443217,-0.02242405824496474,0.5320278201813702,0.5320278201813702,0.01586996034146887,,,0.6073700703974196,0.013392668643666256
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250811::5A-2ML2_Raw.csv,5A-2ML2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.7008891545410567,0.025118513386889307,0.3503378824319998,0.06965881383911174,0.5777861648694481,0.034705859333069355,0.4679006122771595,0.4679006122771595,0.049119600794792495,,,0.5258978671062664,0.007682634558240503
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250811::7C-1FT12_Raw.csv,7C-1FT12,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.41480645965716256,0.06125883699910731,0.9733688015460549,0.005465200602493281,0.3351612021862252,0.06766096020524129,0.3903806963543991,0.3903806963543991,0.06659603465444175,,,0.48755408773617637,0.1100250693855156
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,250811::8A-1FT5_Raw.csv,8A-1FT5,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1919311831431338,0.008604092343260233,-0.5895213375636519,0.019596965516998965,0.17485050317052325,0.0067814794574091175,0.11718461527740459,0.11718461527740459,0.0055408204961778645,,,0.06537827671985405,-0.0064397810944373
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,251003::2B- 1MT7_Raw.csv,2B- 1MT7,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.08057200389757191,-0.0028954818357541517,0.9617166063222612,-0.0044590982979464955,0.072596999179323,-0.0017702907801050022,0.0463907113112226,0.0463907113112226,0.0008207018094306406,,,0.015837677443049952,0.0025640641858427496
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,251003::2C- M1L1_Raw.csv,2C- M1L1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.35253514862452684,0.010356314077452133,0.8406686263554137,-0.018168010963937997,0.2545437759129266,0.002599875211140565,0.1370520837456415,0.1370520837456415,0.00880094608697253,,,0.0244312107805718,0.004580058845539052
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,difficult,DRG,251003::2D- M1L4_Raw.csv,2D- M1L4,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,1.241692979195971,0.1826064754895389,0.8380665753440835,0.07328958219502785,0.9048416835001939,0.21105889409381706,1.0274442258259056,1.0274442258259056,0.10667062549698336,,,1.6600489289774725,0.17652378509612776
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1451171358763759,0.0235369263191798,0.9747201077848908,0.006924386458436127,0.14150432402805985,0.022430692205388666,0.11354239030184304,0.11354239030184304,0.01949171724126844,,,0.07659149696596976,0.0029250182217261944
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::2C-L3m2_Raw.csv,2C-L3m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1974407046882298,0.03098931983993805,0.9519918474973639,0.01368097589479017,0.1886163795216815,0.031931527453348804,0.15069961347233973,0.15069961347233973,0.026549828135217488,,,0.1199643971727409,0.03258743948290651
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::3A-L5m2_Raw.csv,3A-L5m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.10478851597623215,0.017141434113059503,0.9563513840840181,0.015260212012757901,0.1042491369339768,0.01667986016384635,0.07602429512387815,0.07602429512387815,0.013524113593153544,,,0.03462123107257675,-0.0006193934185765478
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::3B-T10m2_Raw.csv,3B-T10m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.2709173864162634,0.041844972705659,0.9465360311186096,0.004625304075732528,0.2585296338810714,0.046307369397311574,0.22085613554379244,0.22085613554379244,0.038924516950073845,,,0.2056923097601212,0.028477566374339
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::4C-T5m1_Raw.csv,4C-T5m1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1912076124008425,0.035172454856704005,0.9634489452139272,0.01195861708174567,0.18717183840791235,0.0355670979423343,0.15298227144647908,0.15298227144647908,0.029395288450177484,,,0.09850646046121869,0.009950721240275753
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::4D-T7m1_Raw.csv,4D-T7m1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.2808137553397559,0.06227165742063989,0.9449057282037966,0.011769658912598457,0.26676282218572567,0.0644252653145152,0.22934069145991087,0.22934069145991087,0.0540414434717776,,,0.21104794650254774,0.04939069698202525
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::5B-T12m2_Raw.csv,5B-T12m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.057920222492848894,0.003370344134601598,0.1508987627130704,0.01912102338805166,0.05773234821653555,0.0032872406433875484,0.03992796310332125,0.03992796310332125,0.0024702409630002475,,,0.013250031947869199,-0.00023432390452800093
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::5C-T12_Raw.csv,5C-T12,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.7280667095602571,0.07143852276581386,0.945729351401754,0.00860969837299519,0.567038053437254,0.11042960433538099,0.6530491895321168,0.6530491895321168,0.05860637603863178,,,0.9848501889775125,0.08833029958561311
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::5D-T10_Raw.csv,5D-T10,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.19252782339885371,0.04086314733261426,0.9659092399974363,0.014242356884177132,0.18862171273018907,0.03974318587555804,0.15413127595651138,0.15413127595651138,0.03404315039690706,,,0.0992699415953246,0.004398790055010253
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::6A-T7_Raw.csv,6A-T7,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.21476089256745856,0.0465643899698094,0.9663151472218905,0.014002838658702443,0.20732106284452095,0.04443385402951326,0.17823539639597627,0.17823539639597627,0.03888249716603859,,,0.126246947616208,0.010325881770982454
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::6B-T5_Raw.csv,6B-T5,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1626995499545704,0.035527348027634846,0.812540122431049,0.0992258219405141,0.15838135678534698,0.032559175963342096,0.1124693831759791,0.1124693831759791,0.022481776988350945,,,0.08104170510181449,0.015190709317408697
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::7C-L1_Raw.csv,7C-L1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.2650761326796335,0.05041886047536975,0.9679429099499993,0.011952289222131818,0.2423388254811248,0.05122355416474182,0.2288333155094671,0.2288333155094671,0.043495684309890204,,,0.22629885648395132,0.06367709017104281
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::7D-L2_Raw.csv,7D-L2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.47834405344845277,0.07619821131021662,0.9232013695428004,0.011972174380208866,0.41668238892637827,0.078992021344402,0.4036402827983213,0.4036402827983213,0.06486924911007097,,,0.49369259282474626,0.07594297718290974
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.14626681565124125,-0.013425466330059699,0.971547205371036,-0.009433056305004295,0.1408784480637483,-0.010553598335581907,0.11241699232067831,0.11241699232067831,-0.007704004975960577,,,0.07405884535257025,0.003156371023814303
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250625 to 250728::8D-L4-1m1_Raw.csv,8D-L4-1m1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.18927669237167505,0.02026333679561311,0.9690379447165571,0.004274659113891299,0.1810652825715644,0.022065223433497497,0.1528475142761513,0.1528475142761513,0.018056080032269897,,,0.10893564600907041,0.017409618120256654
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::2D-1FL2_Raw.csv,2D-1FL2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.18517865588790275,0.04762284137786871,0.9513997099091289,0.02502017754468222,0.17857788874319624,0.043826033677900056,0.1505034629282503,0.1505034629282503,0.03724849440114515,,,0.1160510861038479,0.0168298575191694
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::3A-1FL4_Raw.csv,3A-1FL4,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.09930038857577606,0.0024344966158029516,0.9517209281128146,0.0009559209883097664,0.0901499046377602,0.002708810540344747,0.06017785163927176,0.06017785163927176,0.0018959025674772992,,,0.04389703975941235,-0.002576105239370796
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::3D-1FT10_Raw.csv,3D-1FT10,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.2601403478043388,0.07484266522857307,0.9750550371301285,0.011546110601382498,0.24850506932287642,0.0756963489173274,0.24099541358342333,0.24099541358342333,0.0764677694069279,,,0.2437296379030366,0.04191328649092896
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::4A-2MT10_Raw.csv,4A-2MT10,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.20311299665819255,0.0745613831745702,0.9511333764573902,0.031728564659980474,0.1968055086058867,0.07156935458159425,0.16771437355025393,0.16771437355025393,0.06223692387892224,,,0.1232250670056857,0.023904602823317397
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::4C-2MT5_Raw.csv,4C-2MT5,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.5878320148473521,0.0944087105284579,0.7937405580057568,0.05939879550184585,0.5067191158817342,0.0878673113851473,0.4731335206478711,0.4731335206478711,0.0766496892217251,,,0.61905091306828,0.0994494470892966
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::4D-1FL4_Raw.csv,4D-1FL4,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.15177851016493932,0.03269574499787061,0.9628761119659179,0.016203352551189487,0.14921826371871325,0.03127505313587048,0.12427450778454088,0.12427450778454088,0.02690731815392801,,,0.09531060667027115,0.006469272907753801
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::5C-1FT7_Raw.csv,5C-1FT7,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.19874318692985649,0.07781532010808495,0.9673429531353409,0.01822154405015708,0.19336858638685195,0.07767301146757141,0.1669637774661375,0.1669637774661375,0.06786534581591826,,,0.13972587897227773,0.036914316014444004
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::6A-1FL1_Raw.csv,6A-1FL1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.3872497173100167,0.07896785727768335,0.9594962682777194,0.01025493869687677,0.33949164484151284,0.08356777425096047,0.35196423750242956,0.35196423750242956,0.07739809623404428,,,0.46500578497637,0.08905543994874042
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::6B-2ML3_Raw.csv,6B-2ML3,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1614710332760511,0.03247279988786644,0.9766123070734615,0.009055926771346146,0.15723802875088932,0.03146640860794244,0.13669194806720458,0.13669194806720458,0.029633744283848393,,,0.11732666730111149,0.01035703388737641
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::7D-2MT12_Raw.csv,7D-2MT12,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.12904622198761684,0.026162122317257397,0.9548045264945654,0.02002094629208173,0.12777031851688464,0.025209396347518696,0.10151432922285254,0.10151432922285254,0.0211695510729754,,,0.07567889675870676,0.006289174817250456
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::8C-2ML4_Raw.csv,8C-2ML4,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1998957007109305,0.05390697150722666,0.9584110928253238,0.01944767957212451,0.1910009028346776,0.052032931005436406,0.1658768964245031,0.1658768964245031,0.04542250054362319,,,0.1312697532607361,0.022019178699838757
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,DRG,250811::8D-2MT7_Raw.csv,8D-2MT7,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.12413994696182915,0.012256506694441997,0.7823540811008394,0.07828734349415745,0.1220266508698683,0.011873906201139206,0.08952689296543741,0.08952689296543741,0.009321133883083949,,,0.07895520404123405,-0.0038014506579294935
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.12732087454737107,0.0040534914658440085,0.9875163144529475,0.0007520228094951009,0.12424956725315289,0.004119205855906347,0.10183204940984752,0.10183204940984752,0.003420751496948371,,,0.08979018072048164,0.0022929082743715565
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250625 to 250728::6C-SCNmm1_Raw.csv,6C-SCNmm1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.1487749129628079,-0.000773769181469916,0.9767312826494186,-0.0002251557760940548,0.1446834917544949,-0.0007510363930629815,0.11840068908326495,0.11840068908326495,-0.0007288754157992461,,,0.0820511594365588,-0.00011703631699939987
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250625 to 250728::7A-SCNmm2_Raw.csv,7A-SCNmm2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.18900520287910416,0.002749093875196812,0.9849593547132893,0.0004429862085864045,0.1770720530543901,0.0028583410230775402,0.1676435642898019,0.1676435642898019,0.0023678687171812818,,,0.15475840443665811,0.00040710959367069866
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250625 to 250728::7B-SCNcm2_Raw.csv,7B-SCNcm2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.13413430730648623,-0.002146768421584247,0.9837083131199659,-0.0005272888174801538,0.13276800189322446,-0.0020636252943643935,0.10640639664655158,0.10640639664655158,-0.0019243300699760962,,,0.08478116087857096,-0.00019735447635724906
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250728::6A-SCNrM1_Raw.csv,6A-SCNrM1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.13571215035219944,0.008660359492644681,0.9823444769977626,0.0022113879087121147,0.13433676408262457,0.008442701005867762,0.10753429839300702,0.10753429839300702,0.007731431106467054,,,0.08025158347125574,-0.00013122915957734793
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250728::6B-SCNrM2_Raw.csv,6B-SCNrM2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.15180242605872835,-0.01281846005710649,0.9882549214149976,-0.002171902726260555,0.14410955663478145,-0.012235999374737738,0.12870503004291092,0.12870503004291092,-0.012596115824092313,,,0.1316488665435307,-0.00047928727576283803
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250728::7A-SCNcM1_Raw.csv,7A-SCNcM1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.11967675947384676,0.0039006017797957454,0.9866327994090982,0.0009655097653500921,0.117817136687796,0.003984187663505993,0.09363445208339985,0.09363445208339985,0.003089499869138687,,,0.075733282412252,0.0008281726007949505
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250728::7B-SCNcM2_Raw.csv,7B-SCNcM2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.14276489204069587,-0.009172999234407203,0.9869415602801563,-0.001669313041775422,0.13969121905257736,-0.008790806418358554,0.117000265541851,0.117000265541851,-0.008990495655675501,,,0.1117847982841137,0.0008275352384884069
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250811::1A-1FSCN_Raw.csv,1A-1FSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.12438794989787624,-0.0001907576650909959,0.9885994273423181,1.1089709388123481e-05,0.12274929018889955,0.00015226020044350336,0.1024242138461475,0.1024242138461475,-0.0012418171202602524,,,0.12292257747504075,0.002617631803487945
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250811::1B-2MSCN_Raw.csv,1B-2MSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.11417420418913204,0.000948759589151596,0.9858693000412413,0.00021696342543431335,0.1134004253271726,0.0010793396439102987,0.09177354263453937,0.09177354263453937,0.00045570791644920783,,,0.09855081361275435,0.0014570787008615985
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250811::1C-3FSCN_Raw.csv,1C-3FSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.08669303432064315,0.0018672799718309,0.9758595781051299,0.0011052902573063794,0.08663935880161269,0.0018768087994231464,0.0645731730174596,0.0645731730174596,0.001637185885821603,,,0.058807024662361596,-0.0011551233304861533
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,250811::1D-4FSCN_Raw.csv,1D-4FSCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.11040533439345265,0.004861895080960049,0.9742535517758801,0.0022942869412672096,0.11027249023082744,0.00484480020507895,0.0860947935604297,0.0860947935604297,0.004229177654429539,,,0.07251546492256385,-0.003684403543149653
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,251003::2A- M1SCn_Raw.csv,2A- M1SCn,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.126272310875527,0.007779530499957103,0.9790242947360862,0.002580651174708848,0.1256924345985315,0.007587194966228804,0.09625199526496073,0.09625199526496073,0.006772434269821839,,,0.0663478699253558,-0.0009485307737594519
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,eligible,SCN,251003::4B-M3SCN_Raw.csv,4B-M3SCN,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.12452319832029204,0.018063042461981052,0.969384804625656,0.008692763334575915,0.12420769617989191,0.017865578850541505,0.0928202403809588,0.0928202403809588,0.015163894775051007,,,0.0494188430215953,-0.0024281445753780023
CWT_pyBOAT,pre_amplitude_trajectory,1,S1_pre_period,pre_period,ineligible,DRG,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.3960257455970258,0.08699956901390982,0.8860389756727454,0.052669828405983,0.3582369057911336,0.0825041527118737,0.3112144153813491,0.3112144153813491,0.06739517222475672,,,0.33345882346906913,0.08385748639627745
CWT_pyBOAT,pre_amplitude_trajectory,2,S2_linear_drift,linear_drift,difficult,DRG,250625 to 250728::1D-L2m2_Raw.csv,1D-L2m2,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,1.0,1.0,0.4009043939817326,3.372512721475096e-05,0.9650117358423524,-0.00014265185060874375,0.34727843555563465,-0.0007344098429546975,0.39143756401621704,0.39143756401621704,-0.0003709278904199531,,,0.5249653696754959,5.0606223995358635e-05
