calibration_id,source_grid_id,method,segment,period_hours,amplitude_gt,amplitude_estimated,processing_success,failure_reason
cal_0030,SYN_A034_2D-1FL2_V000,STFT,pre,30.0,0.5,0.43655792646151503,True,
cal_0030,SYN_A034_2D-1FL2_V000,STFT,post,30.0,0.5,0.4365579264615151,True,
cal_0030,SYN_A034_2D-1FL2_V000,Hilbert,pre,30.0,0.5,0.3849797649529352,True,
cal_0030,SYN_A034_2D-1FL2_V000,Hilbert,post,30.0,0.5,0.3520128936913392,True,
cal_0030,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,30.0,0.5,0.49148973606974905,True,
cal_0030,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,30.0,0.5,0.4925689566873015,True,
cal_0031,SYN_A034_2D-1FL2_V000,STFT,pre,20.0,1.0,1.082082855445321,True,
cal_0031,SYN_A034_2D-1FL2_V000,STFT,post,20.0,1.0,1.0820853730859645,True,
cal_0031,SYN_A034_2D-1FL2_V000,Hilbert,pre,20.0,1.0,0.9336876037061422,True,
cal_0031,SYN_A034_2D-1FL2_V000,Hilbert,post,20.0,1.0,0.9292822147719703,True,
cal_0031,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,20.0,1.0,0.9971462081663057,True,
cal_0031,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,20.0,1.0,0.9973845678982506,True,
cal_0032,SYN_A034_2D-1FL2_V000,STFT,pre,22.0,1.0,1.0752336629783388,True,
cal_0032,SYN_A034_2D-1FL2_V000,STFT,post,22.0,1.0,1.0749167307154632,True,
cal_0032,SYN_A034_2D-1FL2_V000,Hilbert,pre,22.0,1.0,1.0063660751938048,True,
cal_0032,SYN_A034_2D-1FL2_V000,Hilbert,post,22.0,1.0,0.9996366282287439,True,
cal_0032,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,22.0,1.0,0.9952828204277884,True,
cal_0032,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,22.0,1.0,0.9954080708097295,True,
cal_0033,SYN_A034_2D-1FL2_V000,STFT,pre,24.0,1.0,1.0045627532862513,True,
cal_0033,SYN_A034_2D-1FL2_V000,STFT,post,24.0,1.0,1.0045627532862522,True,
cal_0033,SYN_A034_2D-1FL2_V000,Hilbert,pre,24.0,1.0,1.012020951974136,True,
cal_0033,SYN_A034_2D-1FL2_V000,Hilbert,post,24.0,1.0,1.0222743384624071,True,
cal_0033,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,24.0,1.0,0.9942909274119925,True,
cal_0033,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,24.0,1.0,0.9945716009381209,True,
cal_0034,SYN_A034_2D-1FL2_V000,STFT,pre,26.0,1.0,0.9289665140552581,True,
cal_0034,SYN_A034_2D-1FL2_V000,STFT,post,26.0,1.0,0.9279701901533488,True,
cal_0034,SYN_A034_2D-1FL2_V000,Hilbert,pre,26.0,1.0,1.0263270469028556,True,
cal_0034,SYN_A034_2D-1FL2_V000,Hilbert,post,26.0,1.0,1.0224208675841098,True,
cal_0034,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,26.0,1.0,0.9920274217668776,True,
cal_0034,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,26.0,1.0,0.9924091789015654,True,
cal_0035,SYN_A034_2D-1FL2_V000,STFT,pre,28.0,1.0,0.8826813269009193,True,
cal_0035,SYN_A034_2D-1FL2_V000,STFT,post,28.0,1.0,0.8826855243201288,True,
cal_0035,SYN_A034_2D-1FL2_V000,Hilbert,pre,28.0,1.0,0.9673322015585688,True,
cal_0035,SYN_A034_2D-1FL2_V000,Hilbert,post,28.0,1.0,0.900698715107147,True,
cal_0035,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,28.0,1.0,0.9881024686921347,True,
cal_0035,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,28.0,1.0,0.9912410727088069,True,
cal_0036,SYN_A034_2D-1FL2_V000,STFT,pre,30.0,1.0,0.8731158529230301,True,
cal_0036,SYN_A034_2D-1FL2_V000,STFT,post,30.0,1.0,0.8731158529230302,True,
cal_0036,SYN_A034_2D-1FL2_V000,Hilbert,pre,30.0,1.0,0.7699595299058704,True,
cal_0036,SYN_A034_2D-1FL2_V000,Hilbert,post,30.0,1.0,0.7040257873826784,True,
cal_0036,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,30.0,1.0,0.9829794721394981,True,
cal_0036,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,30.0,1.0,0.985137913374603,True,
cal_0037,SYN_A034_2D-1FL2_V000,STFT,pre,20.0,2.0,2.164165710890642,True,
cal_0037,SYN_A034_2D-1FL2_V000,STFT,post,20.0,2.0,2.164170746171929,True,
cal_0037,SYN_A034_2D-1FL2_V000,Hilbert,pre,20.0,2.0,1.8673752074122845,True,
