scenario_number,scenario_id,profile_type,direction,duration_hours,method,metric,primary_metric,n_anchors_total,n_anchors_valid,median,ci95_low,ci95_high,bootstrap_repeats
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,primary_rmse_hours,True,53,53,0.814270550842659,0.8117193804806748,0.8163114207390937,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,full_trajectory_rmse_hours,False,53,53,0.5292501997944171,0.5277823102789152,0.5613028580854731,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,primary_bias_hours,False,53,53,-0.0758766638164394,-0.07620464404391747,-0.07467406964902128,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,primary_pearson,False,53,53,0.7923173133613461,0.785481862452623,0.7979661043813833,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,dynamic_range_ratio,False,53,53,0.3057664528813614,0.3055127170709315,0.3057664528813614,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,timing_error_hours,False,53,53,-0.5206333333332225,-0.5357952475245327,0.49979999999999336,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,absolute_timing_error_hours,False,53,53,0.5208733333332418,0.5000400000000127,0.6787482352941652,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,CWT_pyBOAT,within_1h_fraction,False,53,53,0.8333333333333334,0.8333333333333334,0.8333333333333334,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,primary_rmse_hours,True,53,53,0.6181550340745672,0.6149818983560591,0.6375993688792374,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,full_trajectory_rmse_hours,False,53,53,0.471371516129369,0.4602240463653403,0.4833114799985267,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,primary_bias_hours,False,53,53,0.02396039387321163,0.01705818041319418,0.08354220675397449,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,primary_pearson,False,53,53,0.9008455740811683,0.8438090747432241,0.9022937306678578,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,dynamic_range_ratio,False,53,53,0.5068263209432482,0.4980743762583289,0.5205779015925739,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,timing_error_hours,False,53,53,2.2361859542744753,1.2020120700732377,2.7852583659805816,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,absolute_timing_error_hours,False,53,53,2.2361859542744753,1.3215663175547832,2.7852583659805816,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,Hilbert,within_1h_fraction,False,53,53,0.8888888888888888,0.8888888888888888,0.8888888888888888,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,primary_rmse_hours,True,53,53,0.34460082815628823,0.34006125601924975,0.36924301179020763,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,full_trajectory_rmse_hours,False,53,53,0.2620551203009894,0.2587278439974303,0.2652369589697032,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,primary_bias_hours,False,53,53,-0.06494083247182046,-0.06596018219836747,-0.041177720989410735,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,primary_pearson,False,53,53,0.9612507337377504,0.9535500958236669,0.9635285168522945,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,dynamic_range_ratio,False,53,53,0.7700193687810447,0.7685541924086455,0.7700200291452524,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,timing_error_hours,False,53,53,-0.49979999999996494,-0.8332799999999736,0.5000400000000411,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,absolute_timing_error_hours,False,53,53,1.2166800000000535,0.8334000000000117,2.1665999999999883,2000
9,transient_lengthening_48h,causal_transient_pulse,lengthening,48.0,STFT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,primary_rmse_hours,True,53,53,0.3473104074816341,0.3467655968438715,0.3473109734081181,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,full_trajectory_rmse_hours,False,53,53,0.23103679051923862,0.22849862204549184,0.2395767402062503,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,primary_bias_hours,False,53,53,-0.04535589261775266,-0.04711709223091809,-0.04361806643319177,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,primary_pearson,False,53,53,0.9831464413553083,0.9830555879034362,0.9831464413553083,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,dynamic_range_ratio,False,53,53,0.9614740368509173,0.9614740368509173,0.9614740368509173,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,timing_error_hours,False,53,53,-1.2285501054664394,-1.2853415148624094,-1.204458479823245,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,absolute_timing_error_hours,False,53,53,1.2285501054664394,1.204458479823245,1.2853415148624094,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,CWT_pyBOAT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,primary_rmse_hours,True,53,53,0.2619180166574004,0.2562320670253326,0.27282350635370656,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,full_trajectory_rmse_hours,False,53,53,0.4130324843152187,0.3773408773675603,0.43407867726433064,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,primary_bias_hours,False,53,53,-0.05299069190958702,-0.05413600145739296,-0.004987355328700044,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,primary_pearson,False,53,53,0.9801853305618861,0.9793678097290368,0.9813453046930838,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,dynamic_range_ratio,False,53,53,1.177002743320865,1.161753685630605,1.191006741284074,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,timing_error_hours,False,53,53,-1.2438617923291702,-1.4208942635375195,-1.096042404231639,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,absolute_timing_error_hours,False,53,53,1.2438617923291702,1.096042404231639,1.4208942635375195,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,Hilbert,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,primary_rmse_hours,True,53,53,0.17313719805685146,0.1722419320039893,0.1869552142847576,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,full_trajectory_rmse_hours,False,53,53,0.14288727191992848,0.1415761884641087,0.1438734280792555,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,primary_bias_hours,False,53,53,-0.03086493902594039,-0.04147043214921019,-0.027199811380050676,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,primary_pearson,False,53,53,0.9934281169980236,0.9926359416945384,0.993738417838604,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,dynamic_range_ratio,False,53,53,0.9826960563802665,0.9826960563802665,0.9826960563802665,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,timing_error_hours,False,53,53,-1.7622371484375208,-2.389568437500003,-1.3896084374999873,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,absolute_timing_error_hours,False,53,53,1.7622371484375208,1.3896084374999873,2.389568437500003,2000
10,sustained_shortening_48h,causal_sustained_transition,shortening,48.0,STFT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,primary_rmse_hours,True,53,53,0.763594942626938,0.7631182704819758,0.7638374962040538,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,full_trajectory_rmse_hours,False,53,53,0.4975513528071042,0.49699114765845864,0.5260434237175554,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,primary_bias_hours,False,53,53,-0.034894753487791204,-0.03530472877213696,-0.03443011483219749,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,primary_pearson,False,53,53,0.813617797424321,0.8114051879774856,0.8156730148061266,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,dynamic_range_ratio,False,53,53,0.35246416096253963,0.35180749741160927,0.3546167145842988,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,timing_error_hours,False,53,53,1.2166800000003946,0.5000400000000127,2.461242857142878,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,absolute_timing_error_hours,False,53,53,1.4998800000004167,0.8833200000003956,2.461242857142878,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,within_1h_fraction,False,53,53,0.8333333333333334,0.8333333333333334,0.8333333333333334,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,primary_rmse_hours,True,53,53,0.6139164718423523,0.5597180170396218,0.6149083091322041,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,full_trajectory_rmse_hours,False,53,53,0.4651334751324762,0.45206066193701955,0.4756806434647135,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,primary_bias_hours,False,53,53,-0.04591571789638355,-0.05225602666500665,0.000705607607241316,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,primary_pearson,False,53,53,0.8099439158531294,0.8086649893368054,0.8405119410901671,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,dynamic_range_ratio,False,53,53,0.7884688652720774,0.7580433888100709,0.8106359681713633,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,timing_error_hours,False,53,53,-0.6671966363770139,-1.5856619476513458,-0.07034374157953494,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,absolute_timing_error_hours,False,53,53,1.664246572874049,0.8216941102870692,2.3672264415384063,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,within_1h_fraction,False,53,53,0.9444444444444444,0.8888888888888888,0.9444444444444444,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,primary_rmse_hours,True,53,53,0.37604853465117444,0.3757544347401857,0.3773548050993693,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,full_trajectory_rmse_hours,False,53,53,0.28215777667974773,0.2743922990476313,0.286576125122388,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,primary_bias_hours,False,53,53,0.008026575557344392,-0.012697974128953583,0.008026575557344588,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,primary_pearson,False,53,53,0.9590962400834379,0.9562142833753396,0.9595948106647605,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,dynamic_range_ratio,False,53,53,0.6458226963970041,0.6445938387943467,0.6458232502508556,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,timing_error_hours,False,53,53,-3.1666800000000137,-3.500040000000041,-2.4999600000000157,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,absolute_timing_error_hours,False,53,53,3.1666800000000137,2.4999600000000157,3.500040000000041,2000
11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,STFT,within_1h_fraction,False,53,53,0.9444444444444444,0.9444444444444444,0.9444444444444444,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,primary_rmse_hours,True,53,53,0.2877091462280833,0.2836997295561935,0.2987860654943425,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,full_trajectory_rmse_hours,False,53,53,0.21651806939371093,0.20986367808079182,0.22290001795944356,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,primary_bias_hours,False,53,53,-0.06269320230870595,-0.06533842596416357,-0.05749784223308167,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,primary_pearson,False,53,53,0.9915571254871433,0.9911163477199679,0.9918083701781644,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,dynamic_range_ratio,False,53,53,0.9376954703587851,0.9163767555727323,0.9383514308137405,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,timing_error_hours,False,53,53,1.7319718213514648,1.6546184331817528,1.8214285714305163,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,absolute_timing_error_hours,False,53,53,1.7319718213514648,1.6546184331817528,1.8214285714305163,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,primary_rmse_hours,True,53,53,0.2768580374618631,0.24082365832671324,0.3685964212561776,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,full_trajectory_rmse_hours,False,53,53,0.3736184768446087,0.3407350355664541,0.39597699117134266,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,primary_bias_hours,False,53,53,0.08003388139690303,0.06430386351048376,0.09199771142441758,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,primary_pearson,False,53,53,0.980218833470367,0.9572103903241518,0.9870828023322656,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,dynamic_range_ratio,False,53,53,1.1760444531417136,1.153858344239121,1.2082029403806598,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,timing_error_hours,False,53,53,-3.9100090307218522,-5.66725774856161,-3.3063294097166533,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,absolute_timing_error_hours,False,53,53,3.9100090307218522,3.3063294097166533,5.66725774856161,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,primary_rmse_hours,True,53,53,0.16276624809356044,0.1593557609121578,0.16483604941553795,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,full_trajectory_rmse_hours,False,53,53,0.15161381654203082,0.1497840992759504,0.15613164790173842,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,primary_bias_hours,False,53,53,-0.07966840674040783,-0.08611878459689412,-0.07586270947527836,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,primary_pearson,False,53,53,0.9954474959494755,0.9951658105866915,0.9958680231144399,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,dynamic_range_ratio,False,53,53,0.9393418185987853,0.9393418185987853,0.9393418185987853,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,timing_error_hours,False,53,53,1.884005156249998,1.8838851562500167,2.217365156249997,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,absolute_timing_error_hours,False,53,53,2.2172451562499873,1.8838851562500167,2.4493148437500167,2000
12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,primary_rmse_hours,True,53,53,0.7033911937075681,0.7020568046907567,0.7128719916294722,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,full_trajectory_rmse_hours,False,53,53,0.5051028086449436,0.5041605168705023,0.5304308993285256,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,primary_bias_hours,False,53,53,-0.07282119433794727,-0.07418377267631371,-0.07013771974949327,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,primary_pearson,False,53,53,0.8899919292238818,0.8875890472210293,0.8903928044763629,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,dynamic_range_ratio,False,53,53,0.4634925718597874,0.4634506222208898,0.46349267776329883,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,timing_error_hours,False,53,53,-0.5000400000000127,-0.8333999999999833,0.38868888888896436,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,absolute_timing_error_hours,False,53,53,0.833280000000002,0.5000400000000127,0.8333999999999833,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,within_1h_fraction,False,53,53,0.8181818181818182,0.8181818181818182,0.8571428571428571,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,primary_rmse_hours,True,53,53,0.5041799821103274,0.4989793728403751,0.5119540765427031,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,full_trajectory_rmse_hours,False,53,53,0.40825370905135755,0.39151068904817277,0.4239154055753515,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,primary_bias_hours,False,53,53,0.08832701688925484,0.07973982447032685,0.09616919695852372,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,primary_pearson,False,53,53,0.9433920299794891,0.9407088304607023,0.9447558573450204,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,dynamic_range_ratio,False,53,53,0.7217661277963455,0.7136524719843318,0.7316066866152,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,timing_error_hours,False,53,53,-0.4343775265656973,-0.9254829368433377,0.24719327527446922,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,absolute_timing_error_hours,False,53,53,0.8998014319114418,0.7238794693821831,1.133293481323733,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,primary_rmse_hours,True,53,53,0.2018017816767337,0.19235956176440006,0.22340366809997536,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,full_trajectory_rmse_hours,False,53,53,0.18562646905827432,0.18184518741664404,0.19060110950135362,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,primary_bias_hours,False,53,53,-0.056498313809082455,-0.056960918003276906,-0.04018064404592326,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,primary_pearson,False,53,53,0.986947073980417,0.9851752521371774,0.9875100764903657,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,dynamic_range_ratio,False,53,53,0.9405850397077059,0.9405850397077059,0.945052296680108,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,timing_error_hours,False,53,53,0.49992000000000303,-0.49979999999999336,0.8833200000000545,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,absolute_timing_error_hours,False,53,53,1.2166800000000535,0.8333999999999833,2.16659999999996,2000
13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,primary_rmse_hours,True,53,53,0.2330468559966526,0.23158789053379925,0.2335258001559903,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,full_trajectory_rmse_hours,False,53,53,0.17311599837325214,0.17048833910608588,0.17430748868924636,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,primary_bias_hours,False,53,53,-0.03647700907593707,-0.037836966201863186,-0.034927685266006876,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,primary_pearson,False,53,53,0.9929831308378247,0.9927616258067357,0.9930260859914397,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,dynamic_range_ratio,False,53,53,0.9849246231155734,0.9791849691347139,0.9849246231155758,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,timing_error_hours,False,53,53,-1.1128619548889276,-1.1159583673486395,-1.112741954888918,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,absolute_timing_error_hours,False,53,53,1.1128619548889276,1.112741954888918,1.1159583673486395,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,primary_rmse_hours,True,53,53,0.27114401973030566,0.25071151927097624,0.4184067617646431,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,full_trajectory_rmse_hours,False,53,53,0.403756167897478,0.3542150505290633,0.44208472903111556,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,primary_bias_hours,False,53,53,0.00962213743444225,0.0007416185000860377,0.12603843684394905,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,primary_pearson,False,53,53,0.9771355828029039,0.9507218185866598,0.9806259548873414,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,dynamic_range_ratio,False,53,53,1.1484960648425329,0.9851267980645654,1.1592178548669025,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,timing_error_hours,False,53,53,-0.10539380862221037,-3.669845523693027,0.32604494943379336,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,absolute_timing_error_hours,False,53,53,1.0745644932636083,0.7268926826987183,3.669845523693027,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,within_1h_fraction,False,53,53,1.0,0.9523809523809523,1.0,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,primary_rmse_hours,True,53,53,0.12030765816073456,0.11828205519863792,0.12030855297622108,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,full_trajectory_rmse_hours,False,53,53,0.1180594720582453,0.11484132005976963,0.1343638403962944,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,primary_bias_hours,False,53,53,-0.017982915900734753,-0.019246632897752424,-0.011691783470983097,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,primary_pearson,False,53,53,0.9964520126839419,0.9964519810257354,0.9965205602944361,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,dynamic_range_ratio,False,53,53,0.9826960563802665,0.9826960563802665,0.9826960563802665,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,timing_error_hours,False,53,53,-2.3896884375000127,-2.722928437500002,-1.3898484375000066,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,absolute_timing_error_hours,False,53,53,2.3896884375000127,1.3898484375000066,2.722928437500002,2000
14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,primary_rmse_hours,True,53,53,0.6322841222405224,0.6314382853727883,0.6571259402949485,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,full_trajectory_rmse_hours,False,53,53,0.4553479623761818,0.4544452163638475,0.4887778035609774,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,primary_bias_hours,False,53,53,-0.059069908316211575,-0.05989259712428159,-0.057186760247590354,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,primary_pearson,False,53,53,0.9089809365245833,0.9019656768895534,0.9123010734649973,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,dynamic_range_ratio,False,53,53,0.5360514506104089,0.5216890454668951,0.5396202013617121,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,timing_error_hours,False,53,53,0.4141247524752316,0.4141247524752316,0.5000400000000127,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,absolute_timing_error_hours,False,53,53,0.4141247524752316,0.4141247524752316,0.5000400000000127,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,within_1h_fraction,False,53,53,0.8636363636363636,0.8571428571428571,0.8636363636363636,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,primary_rmse_hours,True,53,53,0.40591354350021325,0.4020565762704742,0.40871260037104823,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,full_trajectory_rmse_hours,False,53,53,0.34221551615583684,0.33709457424001404,0.3486052997077071,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,primary_bias_hours,False,53,53,0.05193097316823828,0.04611199281676645,0.05890938221114859,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,primary_pearson,False,53,53,0.9303646085821996,0.9289758651286277,0.9313470323017804,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,dynamic_range_ratio,False,53,53,1.0474865238944489,1.0070266477760117,1.0536538036247367,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,timing_error_hours,False,53,53,1.5979629176283936,-0.011237454409211978,2.4134321800108296,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,absolute_timing_error_hours,False,53,53,2.1574381747870177,1.6509174998319338,2.7539287978464415,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,within_1h_fraction,False,53,53,1.0,1.0,1.0,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,STFT,primary_rmse_hours,True,53,53,0.3093094969766761,0.2940043399320014,0.31604674397314514,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,STFT,full_trajectory_rmse_hours,False,53,53,0.25446754286443674,0.2437626617351046,0.2584931147195156,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,STFT,primary_bias_hours,False,53,53,-0.025698570901174476,-0.0426550206445095,-0.024519250317038752,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,STFT,primary_pearson,False,53,53,0.9759389183914255,0.9754242590879562,0.9779230478011616,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,STFT,dynamic_range_ratio,False,53,53,0.7614256944656527,0.7607816731465915,0.7614259845252851,2000
15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,STFT,timing_error_hours,False,53,53,-3.500040000000098,-3.8334000000000685,-2.500200000000092,2000
