step3d_version,model_spec_version,anchor_index,anchor_recording_uid,anchor_recording_id,tissue,scenario_number,scenario_id,profile_type,direction,duration_hours,method,primary_evaluation_scope,primary_evaluation_start_hours,primary_evaluation_end_hours,n_common_timepoints,n_valid_estimates,valid_estimate_fraction,n_primary_timepoints,n_primary_valid_estimates,primary_valid_estimate_fraction,primary_rmse_hours,full_trajectory_rmse_hours,primary_bias_hours,primary_pearson,ground_truth_dynamic_range_hours,estimated_dynamic_range_hours,dynamic_range_ratio,within_1h_fraction,timing_metric,ground_truth_event_time_hours,estimated_event_time_hours,timing_error_hours,absolute_timing_error_hours
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,CWT_pyBOAT,event_window,138.0,240.0,43,43,1.0,18,18,1.0,0.7631182704819758,0.4969470522869603,-0.03322752066477916,0.813617797424321,2.996787871162411,1.0562603225919744,0.35246416096253963,0.8333333333333334,peak_deviation,186.50004,189.05194805194822,2.551908051948203,2.551908051948203
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,11,transient_shortening_48h,causal_transient_pulse,shortening,48.0,Hilbert,event_window,138.0,240.0,43,43,1.0,18,18,1.0,0.6143381315645395,0.4387484523486609,-0.05298246845417509,0.8093118809086618,2.996787871162411,2.2100569582406564,0.7374752746124159,0.9444444444444444,peak_deviation,186.50004,187.05704320109845,0.5570032010984391,0.5570032010984391
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,STFT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.17091005814066879,0.18468153901561876,-0.06847555252512533,0.9948412179177015,3.0,2.8180254557963558,0.9393418185987853,1.0,midpoint_crossing,198.50004,200.71728515625,2.2172451562499873,2.2172451562499873
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,CWT_pyBOAT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.2809826323742928,0.20517328719673414,-0.06233555341882135,0.9918083701781644,3.0,2.81407035175879,0.9380234505862634,1.0,midpoint_crossing,198.50004,200.06221198156888,1.5621719815688664,1.5621719815688664
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,12,sustained_lengthening_72h,causal_sustained_transition,lengthening,72.0,Hilbert,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.23943108555791787,0.4727650770224802,0.07585961716165134,0.9846593788008561,3.0,3.6681696147234994,1.2227232049078331,1.0,midpoint_crossing,198.50004,195.2562840091881,-3.2437559908119056,3.2437559908119056
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,STFT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.17465712034667913,0.20248884713975326,-0.05649831380908213,0.9900836265731073,2.9985721039730784,2.8180254557963558,0.9397891256516726,1.0,peak_deviation,198.50004,201.00000000000006,2.499960000000044,2.499960000000044
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,CWT_pyBOAT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.702331544893978,0.5029846703001478,-0.06519565404909032,0.8962196080568249,2.9985721039730784,1.3420950908388107,0.44757806192505695,0.8636363636363636,peak_deviation,198.50004,198.0,-0.5000400000000127,0.5000400000000127
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,13,transient_lengthening_72h,causal_transient_pulse,lengthening,72.0,Hilbert,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.5264923458771144,0.4106651485692965,0.09616919695852372,0.9459740340053894,2.9985721039730784,2.1088932475052573,0.7032991618614055,1.0,peak_deviation,198.50004,196.57340023966904,-1.9266397603309713,1.9266397603309713
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,STFT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.11828205519863792,0.15057018502536915,-0.011691783470983097,0.9965205602944361,3.0,2.9480881691407994,0.9826960563802665,1.0,midpoint_crossing,198.50004,196.1103515625,-2.3896884375000127,2.3896884375000127
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,CWT_pyBOAT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.22992525298040425,0.16664464048398442,-0.03647700907593707,0.9932692409475523,3.0,2.9085286572723668,0.9695095524241223,1.0,midpoint_crossing,198.50004,197.38408163265137,-1.1159583673486395,1.1159583673486395
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,14,sustained_shortening_72h,causal_sustained_transition,shortening,72.0,Hilbert,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.19313630001674606,0.3307314084991861,-0.0032536211628117232,0.9884016449290636,3.0,3.4192430123764552,1.1397476707921517,1.0,midpoint_crossing,198.50004,198.27034370224266,-0.22969629775735712,0.22969629775735712
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,STFT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.3035191729848514,0.2601201783221617,-0.025123775994621154,0.9759389183914255,2.9985721039730784,2.2812587023113338,0.7607816731465915,1.0,peak_deviation,198.50004,194.99999999999991,-3.500040000000098,3.500040000000098
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,CWT_pyBOAT,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.6331314496868783,0.4544452163638475,-0.057142035671116205,0.9115088511076238,2.9985721039730784,1.547738693467327,0.51615857141357,0.8636363636363636,peak_deviation,198.50004,198.88235294117658,0.3823129411765649,0.3823129411765649
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,1,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,DRG,15,transient_shortening_72h,causal_transient_pulse,shortening,72.0,Hilbert,event_window,138.0,264.0,43,43,1.0,22,22,1.0,0.4085031797808771,0.3264995255957005,0.0444583415844014,0.9270220735063482,2.9985721039730784,3.206125888078599,1.0692175398518895,1.0,peak_deviation,198.50004,200.0980029176284,1.5979629176283936,1.5979629176283936
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,1,constant_24h,constant,none,,STFT,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.10917386712248828,0.10917386712248828,-0.065992299647811,,0.0,0.4129864892115336,,1.0,not_applicable,,,,
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,1,constant_24h,constant,none,,CWT_pyBOAT,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.051269712876161805,0.051269712876161805,-0.03187346718965996,,0.0,0.21105527638190225,,1.0,not_applicable,,,,
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,1,constant_24h,constant,none,,Hilbert,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.24185083449088127,0.24185083449088127,0.09971519428089295,,0.0,0.8161717879563746,,1.0,not_applicable,,,,
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,2,linear_21to27h,linear_chirp,lengthening,,STFT,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.16066241932492692,0.16066241932492692,-0.059146974701804515,0.9948799074102921,4.805084745762709,4.584452584452585,0.9540836066409264,1.0,not_applicable,,,,
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,2,linear_21to27h,linear_chirp,lengthening,,CWT_pyBOAT,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.04643770000594739,0.04643770000594739,-0.03168896099758109,0.9998004462167452,4.805084745762709,4.71209192817231,0.9806469973974125,1.0,not_applicable,,,,
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,2,linear_21to27h,linear_chirp,lengthening,,Hilbert,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.416834539964318,0.416834539964318,0.033239208610471555,0.9572499166654468,4.805084745762709,4.751413511952446,0.9888303252387812,0.9302325581395349,not_applicable,,,,
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,3,linear_27to21h,linear_chirp,shortening,,STFT,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.14678418505250865,0.14678418505250865,-0.04223539651089086,0.9955521790640879,4.805084745762709,4.584452584452585,0.9540836066409264,1.0,not_applicable,,,,
2026-09-04-dynamic-period-v3,msc_x10_causal_angle_halfgaussian_v1,2,250625 to 250728::1C-SCN_Raw.csv,1C-SCN,SCN,3,linear_27to21h,linear_chirp,shortening,,CWT_pyBOAT,full_common_support,30.0,282.0,43,43,1.0,43,43,1.0,0.13162238661824768,0.13162238661824768,-0.03795017630560644,0.9976360613090134,4.805084745762709,4.07499033629686,0.8480579535855904,1.0,not_applicable,,,,
